,content,background,textcolor,font,label
68,"💢مسابقات فوتبال پناهندگان در اروپا؛ تیمی از آلمان با عبور از سوئیس قهرمان شد 

این مسابقات که در شهر نیون سوئیس برگزار می‌شد روز چهارشنبه با برگزاری دیدار نهایی مقابل تیمی متشکل از پناهندگانی از آلمان در مقابل یک تیم پناهندگان از سوئیس به پایان رسید. در این دیدار تیم آلمانی که در واقع متشکل از بازیکنانی از ۲۴ ملیت مختلف بودند که در یک منطقه روستایی در شمال برلین زندگی می‌کنند توانست در ضربات پنالتی تیم سوئیسی را که متعلق به منطقه‌ای نزدیک به شهر ژنو بود، شکست داده و به مقام قهرمانی دست یافت.  #پناهنده",base_background_gf,blue,suls,varzeshi
69,"خیلی دلتنگتم  پدر  خیلی دلتنگتم مهربون من، مهربون و صبور
از وقتی رفتی، معنا و مفهوم زمان هم برای من تغییر یافت",black_background,gray,nastaliq,asheqane
70,"#اطلاع رسانی  آخرین مهلت ثبت نام در طرح سرشماری  🎥 فردا، آخرین فرصت اتباع افغانستانی برای ثبت نام در طرح سرشماری اتباع خارجی فاقد مدرک است

🔸️ اتباع افغانستانی که تاکنون در این طرح ثبت نام نکرده‌اند، فقط تا پایان وقت اداری فردا ( پنج‌شنبه) نهم سرطان/تیر فرصت دارند در این طرح ثبت نام کنند.

🔹️ پیش تر وزارت کشور ایران اعلام کرده بود کسانی که در این طرح ثبت نام نکنند، حضورشان در کشور غیرقانونی تلقی شده و با آن ها برخورد قاونی و قضائی می شود.   هشتگ",darkblue_background,yellow,titr,siyasi
71,"♨️ مارک زاکربرگ: احتمالا تا سال 2030 یک میلیارد نفر در متاورس حضور خواهند داشت.

🔸 در حالی که مفهوم #متاورس همچنان برای بسیاری از افراد مبهم است، شرکت متا به عنوان پیشتاز اصلی، اعتقاد دارد که تا سال 2030 و در دهه آینده، یک میلیارد نفر در آن حضور خواهند داشت.

🔹 مارک زاکربرگ، مدیر عامل شرکت #متا اخیرا با «جیم کرامر» از CNBC صحبت کرد و درباره متاورس در دهه آینده گفت: «ما امیدواریم که به حدود یک میلیارد کاربر در دنیای متاورس دست پیدا کنیم که خریدهای صدها دلاری انجام می‌دهند و کالاهای دیجیتال و محتوای دیجیتال مورد نیاز آواتار خود یا کالاهای دیجیتال متفاوتی برای خانه مجازی یا اتاق کنفرانس مجازی خود بخرند.»  دنیای تکنالوژی  Hashtagsahartv",base_background_gh,black,pooya,IT
72,"افغانستان غمگین ترین کشور جهان  ⭕️افغانستان در صدر فهرست غمگین‌ترین مردم جهان

♦️ مرکز پژوهشی گلوپ در یک سروی تازه می‌گوید که افغانستان از لحاظ ""شاخص تجارب عواطفی منفی"" در جهان در صدر قرار دارد و مردم افغانستان کمترین میزان عواطف مثبت در سطح جهان را تجربه می‌کنند.",base_background_ge,white,iphone,siyasi
73,"اگر باور داشتیم ما هم خواهیم مرد. 
اگر باور داشتیم ما هم یک فرصت ناچیزی برای زندگی داریم؛ 
قطعا به درستی زندگی می گردیم. 

بله؛ باور کنیم که تک تک ما خواهیم رفت",black_background,white,nastaliq,nasihat va sokhan
74,"جوزپ بورل، مسئول سیاست خارجی اتحادیه اروپا:
 نتیجه مهم سفر من به ایران این است که ما بن بست اخیر را رفع کردیم و مذاکرات متوقف شده برجام از سر گرفته خواهد شد.
  ▪️در یک مقطع، روسیه به‌شدت با این توافق مخالف بود، زیرا مطمئناً ایران به بازار نفت باز می‌گردد و نفت جایگزین ارائه خواهد داد، اما پس از زمینه‌ای که خود ایرانی‌ها با روس‌ها فراهم کردند، روسیه هرگونه اعتراضی به این توافق را پس گرفت و اکنون روسیه با این توافق مخالف نیست. 
▪️آنها در ابتدای سال مخالف بودند، [اما] دیگر نه.  وقتی گفته می شود روسیه همواره منافع ملی ایران را تهدید کرده است، از چه سخن می گوییم؟  آیا روس‌ها خسارت وارده به ملت ایران برای ۱۶ ماه معطل کردن توافق برجام را خواهند پرداخت؟",base_background_ga,orange,ordibehesht,siyasi
75,"رنگ خطر:  آمار گل‌بازها بالا رفت!
🔹سن مصرف گل در ایران پایین آمده، البته سن مصرف این ماده مخدر در همه جای دنیا پایین است، اما اینکه در ایران هم سن مصرف پایین آمده باید زنگ خطری برای خانواده‌ها و مسئولین باشد. 
🔹به گفته کارشناس اعتیاد سن مصرف گل در ایران از ۱۴ تا ۲۱ سال است؛ ماده «تی‌اچ‌سی» در گل از مواردی همچون حشیش بیشتر است، به همین دلیل عوارض شدیدتری در بدن افراد ایجاد می‌کند.
لطفا مراقب نوجوانان باشید. مخصوصا در فصل تابستان و تعطیلی مدارس، که نواجوانان اوقات فراغت بیشتری دارند. 
@dr.hossein_nikoo",base_background_gc,white,iphone,ejtemayi
76,"⭕توجه⭕

#اطلاعیه 


قابل توجه دانشجو معلمانی که در طرح ولایت پذیرفته شده اند.

۱. ورودی های ۹۹ و رشته های دبیری ورودی ۹۸ برای شرکت در طرح مشکلی نداشته و از طرح ولایت *انصراف ندهند* .

۲. ورودی های ۹۸ رشته آموزش ابتدایی به جهت شرکت در دوره سی و پنج روزه دانشگاه فرهنگیان، امکان شرکت در طرح ولایت را نداشته و از شرکت در دوره *انصراف دهند* .


🟩طرح ولایت دانشگاه فرهنگیان 🟩  انصراف ندهند  انصراف دهند  .........  ........",white_background,red,iransans,dars va daneshgah
77,"مقام معظم رهبری در خصوص نقش مهم خبرنگاران فرموده‌اند: بدون خبرنگار لحظه‌ها ماندگار نمی‌شود.اگر زحمات شما نباشد، این لحظه‌ها هرگز ماندگار نمی‌شود. شما آن را حفظ می‌کنید و در اختیار افکار مردم قرار می‌دهید. بدون این دوربین‌ها، قلم‌ها و دلسوزی‌های شما برای تهیه و تنظیم اخبار و مطالب، این کارهای ما مثل یک چیزهای تثبیت نشده است
با سلام خدمت فرماندار محترم جناب آقای دکتر منعمی 
جناب آقای فرماندار علت ممانعت جلسه با خبرنگاران چیست ؟ 
خبرنگاران شهرستان بروجرد منتظر جلسه با شما هستند
شنبه ۴ تیرماه ۱۴۰۱ 
ارادتمند جابر محبی نیا",default,default,default,siyasi
78,"☆افسردگی نوجوانان را جدی بگیریم☆
هر گاه رفتارهای نوجوان مان تغییر کرد و دست به رفتارهایی زد که قبلاً انجام نمی‌داده:
ممکن است دچار افسردگی شده باشد.
ممکن است او در حال فکر کردن به خودکشی باشد.
باید مستقیم از او بپرسیم:
""ناراحتیت چیست؟""
""من چطور میتونم بهت کمک کنم؟""
باید مستقیم از او بپرسیم ""آیا به خودکشی فکر میکنی؟""
این سوال نه تنها اشکالی ندارد بلکه کمک کننده است. بهترین راه جلوگیری از خودکشی سوال کردن از اوست.
آنچه نباید بگوییم: 
""احمقانه است!""
""این چه فکریه!""
""فیلم بازی نکن!""
""با خودکشی میخوای به چی برسی؟""
""میخوای جلب توجه کنی."" و ...
آنچه باید بگوییم
""متاسفم که اینقدر حالت بده""
""چجوری میتونم کمکت کنم؟ شاید بتونیم با هم این مشکل و حل کنیم.""
""بیا اول تلاش کنیم خطری تهدیدت نکنه""",base_background_ga,white,iphone,ejtemayi
